seqnames	start	end	width	strand	microglia_H3K27ac	neurons_H3K27ac	oligodendrocytes_H3K27ac	astrocytes_H3K27ac	microglia_atac	neurons_atac	oligodendrocytes_atac	astrocytes_atac	microglia_H3K4me3	neurons_H3K4me3	oligodendrocytes_H3K4me3	astrocytes_H3K4me3
chr12	40629787	40629787	1	*	0.150000005960464	0.25	0.140000000596046	0.319999992847443	0.490000009536743	0.349999994039536	0.360000014305115	0.569999992847443	0.25		0.649999976158142	0.100000001490116
chr12	40630639	40630639	1	*	0.709999978542328	0.660000026226044			0.159999996423721	0.699999988079071		0.759999990463257	0.75		0.370000004768372	0.300000011920929
chr12	40631608	40631608	1	*	0.100000001490116	0.620000004768372	0.280000001192093	0.479999989271164	1.30999994277954	0.469999998807907	0.180000007152557		0.119999997317791			0.300000011920929
chr12	40631727	40631727	1	*	0.150000005960464	0.569999992847443	0.0900000035762787	0.159999996423721	0.649999976158142	0.119999997317791			0.119999997317791		0.180000007152557	0.100000001490116
chr12	40631791	40631791	1	*	0.150000005960464	1.07000005245209	0.0900000035762787				0.180000007152557	0.189999997615814	0.75		0.180000007152557	0.100000001490116
chr12	40632099	40632099	1	*	0.349999994039536					1.62999999523163						
chr12	40632100	40632100	1	*	0.25					1.75						
chr12	40632594	40632594	1	*	0.200000002980232	1.67999994754791	0.180000007152557	0.159999996423721	1.13999998569489		0.180000007152557	0.189999997615814	0.25	0.129999995231628	0.180000007152557	0.200000002980232
chr12	40632958	40632958	1	*	0.300000011920929	0.660000026226044		0.400000005960465	0.980000019073486	0.469999998807907	0.180000007152557	0.569999992847443			0.180000007152557	0.5
chr12	40633314	40633314	1	*	0.300000011920929	0.119999997317791		0.159999996423721	0.819999992847443	0.119999997317791	0.360000014305115		0.119999997317791	0.529999971389771		0.200000002980232
chr12	40633488	40633488	1	*	0.100000001490116	0.159999996423721		0.159999996423721	0.159999996423721	0.119999997317791				0.270000010728836		0.100000001490116
chr12	40634158	40634158	1	*	0.25	0.209999993443489	0.0900000035762787	0.319999992847443			0.730000019073486	0.949999988079071	0.25			0.400000005960465
chr12	40634203	40634203	1	*	0.200000002980232	0.209999993443489	0.0900000035762787	0.0799999982118607			0.550000011920929	0.379999995231628	0.370000004768372		0.0900000035762787	0.300000011920929
chr12	40634819	40634819	1	*	0.25	0.159999996423721	0.280000001192093	0.0799999982118607	0.980000019073486	0.699999988079071		1.13999998569489	1	0.129999995231628	0.180000007152557	0.400000005960465
chr12	40634991	40634991	1	*	0.400000005960465	0.25	0.0900000035762787	0.400000005960465	0.819999992847443	0.469999998807907			0.620000004768372	0.400000005960465		0.100000001490116
chr12	40635356	40635356	1	*	0.100000001490116	0.209999993443489	0.140000000596046	0.239999994635582	0.159999996423721		0.180000007152557	0.189999997615814	0.25		0.0900000035762787	0.300000011920929
chr12	40639561	40639561	1	*	0.150000005960464	0.209999993443489		0.159999996423721		0.469999998807907	0.180000007152557		0.5		0.180000007152557	0.100000001490116
chr12	40639901	40639901	1	*	0.100000001490116	0.209999993443489	0.140000000596046	0.0799999982118607					0.25			0.100000001490116
chr12	40639962	40639962	1	*	0.100000001490116	0.159999996423721	0.230000004172325	0.0799999982118607	0.330000013113022						0.0900000035762787	0.100000001490116
chr12	40640160	40640160	1	*	0.959999978542328	0.119999997317791	0.0900000035762787	0.560000002384186	0.159999996423721		0.180000007152557		1			0.300000011920929
chr12	40640339	40640339	1	*	0.349999994039536	0.209999993443489		0.0799999982118607	0.819999992847443	0.469999998807907	0.730000019073486	1.13999998569489	0.119999997317791	0.400000005960465	0.0900000035762787	0.400000005960465
chr12	40640626	40640626	1	*	0.400000005960465	0.370000004768372	0.509999990463257	0.159999996423721	0.159999996423721	0.119999997317791	1.26999998092651	0.759999990463257	0.620000004768372	0.129999995231628	0.0900000035762787	0.600000023841858
chr12	40641692	40641692	1	*	0.200000002980232	0.119999997317791	0.319999992847443	0.0799999982118607	0.980000019073486	0.469999998807907		0.379999995231628	1			0.300000011920929
chr12	40643071	40643071	1	*	0.509999990463257	0.159999996423721	0.0900000035762787		0.330000013113022	0.5799999833107	0.180000007152557	0.379999995231628	0.119999997317791			
chr12	40643468	40643468	1	*	0.200000002980232	0.0799999982118607	0.0900000035762787	0.0799999982118607	0.159999996423721		0.180000007152557	0.569999992847443				0.5
chr12	40644279	40644279	1	*	0.300000011920929			0.239999994635582	0.649999976158142	0.230000004172325	0.550000011920929	0.379999995231628	0.5	0.129999995231628	0.0900000035762787	0.200000002980232
chr12	40644305	40644305	1	*	0.150000005960464			0.159999996423721	0.330000013113022	0.230000004172325	0.550000011920929	0.759999990463257	0.620000004768372	0.270000010728836	0.0900000035762787	0.300000011920929
chr12	40644367	40644367	1	*	0.0500000007450581	0.159999996423721	0.0900000035762787	0.159999996423721	0.330000013113022	0.5799999833107	0.180000007152557	1.33000004291534	0.5	0.270000010728836	0.180000007152557	0.300000011920929
chr12	40644433	40644433	1	*	0.0500000007450581	0.25	0.0900000035762787	0.0799999982118607		0.119999997317791	0.360000014305115	0.379999995231628	0.620000004768372		0.0900000035762787	0.200000002980232
chr12	40644503	40644503	1	*	0.0500000007450581	0.209999993443489			0.819999992847443		0.550000011920929	0.189999997615814	1.12000000476837	0.129999995231628	0.0900000035762787	
chr12	40644555	40644555	1	*	0.0500000007450581	0.119999997317791		0.0799999982118607	0.490000009536743	0.349999994039536	0.910000026226044	0.189999997615814	0.870000004768372	0.129999995231628	0.180000007152557	0.100000001490116
chr12	40644752	40644752	1	*	0.100000001490116			0.159999996423721					0.119999997317791		0.280000001192093	0.300000011920929
chr12	40644874	40644874	1	*	0.200000002980232				0.490000009536743	0.349999994039536	0.180000007152557	0.379999995231628	0.119999997317791			0.300000011920929
chr12	40645257	40645257	1	*	0.150000005960464	0.159999996423721	0.180000007152557	0.159999996423721	0.330000013113022	0.230000004172325	0.180000007152557		0.119999997317791	0.129999995231628	0.0900000035762787	0.5
chr12	40645596	40645596	1	*	0.200000002980232	0.370000004768372	0.140000000596046	0.0799999982118607			0.550000011920929	0.379999995231628	0.119999997317791		0.280000001192093	0.5
chr12	40645630	40645630	1	*	0.100000001490116	0.25	0.230000004172325				0.180000007152557	0.379999995231628	0.119999997317791		0.280000001192093	0.400000005960465
chr12	40645737	40645737	1	*	0.150000005960464	0.330000013113022	0.140000000596046	0.0799999982118607	1.13999998569489	0.819999992847443	0.730000019073486	0.379999995231628			0.370000004768372	0.200000002980232
chr12	40646534	40646534	1	*	0.0500000007450581	0.370000004768372	0.230000004172325	0.0799999982118607							0.0900000035762787	
chr12	40646948	40646948	1	*	0.25	0.490000009536743	0.140000000596046			0.469999998807907	0.730000019073486	0.949999988079071	0.370000004768372		0.180000007152557	
chr12	40647645	40647645	1	*	0.100000001490116	1.67999994754791	0.180000007152557	0.159999996423721	0.159999996423721	0.469999998807907	0.730000019073486		0.119999997317791	0.270000010728836		0.100000001490116
chr12	40647956	40647956	1	*	0.150000005960464	0.699999988079071	0.140000000596046	0.400000005960465		2.32999992370605			0.25		0.370000004768372	0.400000005960465
chr12	40648250	40648250	1	*	0.46000000834465	3.45000004768372	0.180000007152557	0.159999996423721	0.980000019073486	0.349999994039536	0.360000014305115		0.75	0.400000005960465	0.649999976158142	0.5
chr12	40649749	40649749	1	*	0.0500000007450581	0.529999971389771	0.319999992847443	0.0799999982118607		0.230000004172325	0.180000007152557		0.75			0.400000005960465
chr12	40649888	40649888	1	*	0.150000005960464	0.370000004768372		0.0799999982118607	0.159999996423721	1.27999997138977	0.550000011920929	0.759999990463257	0.5	0.270000010728836	0.0900000035762787	0.200000002980232
