snp	V.df1	z.df1	r.df1	lABF.df1	V.df2	z.df2	r.df2	lABF.df2	internal.sum.lABF	SNP.PP.H4	Colocalized
rs10467147	0.00010201	2.2970297029703	0.997456237231002	-0.355593601916339	0.000360296886297913	0.361409827377406	0.986770354321065	-2.09820301849696	-2.4537966204133	1.99215088817255e-39	FALSE
rs10467161	0.00010609	1.0873786407767	0.997354765822348	-2.37786553887238	0.000264213198437751	0.721768595398472	0.990264076704636	-2.05802741239903	-4.4358929512714	2.74478751926401e-40	FALSE
rs10467162	0.00010609	1.11650485436893	0.997354765822348	-2.34585504799081	0.000264796218161588	0.741487960125591	0.990242802781922	-2.04265512248981	-4.38851017048063	2.87797363139512e-40	FALSE
rs10506138	0.00023716	-1.04545454545455	0.994105945847073	-2.02363902767353	0.000665136349677063	-0.0142076903779027	0.975847382979814	-1.86158277823694	-3.88522180591047	4.76060523735494e-40	FALSE
rs10506139	0.00114921	1.73156342182891	0.972072124835447	-0.331777287635999	0.00168027506955683	-1.55080991423346	0.941154543351234	-0.284676626948152	-0.61645391458415	1.25103663571945e-38	FALSE
rs10506140	9.604e-05	3.72448979591837	0.997604750992866	3.90216484135714	0.000329740903022369	-3.96448794894499	0.987878731570975	5.55692953856684	9.45909437992398	2.97183747135116e-34	FALSE
rs10506141	0.00019881	0.907801418439716	0.995054331210302	-2.24460770231507	0.00074625884569939	0.745256711482196	0.972981230576406	-1.53541117680415	-3.78001887911922	5.28872786453478e-40	FALSE
rs10506142	0.00224676	0.831223628691983	0.946818170198141	-1.13992541576176	0.0013622464668791	0.842575233354013	0.951754983398926	-1.17789022303539	-2.31781563879715	2.28232779528938e-39	FALSE
rs10506144	0.00093636	-6.07516339869281	0.977126447002127	16.1428141066869	0.000589250315288087	4.60404569804036	0.978543853421139	8.45034082457738	24.5931549312643	1.11087205178703e-27	FALSE
rs10506145	0.00019321	-4.92805755395684	0.995192969160712	9.41566661263868	0.000824489505173517	-0.340826097761225	0.970233151823822	-1.7008276712563	7.71483894138238	5.19403105993891e-35	FALSE
rs10506147	0.00093636	-6.09150326797386	0.977126447002127	16.2399413270452	0.000626406333152844	4.52070746382505	0.977221723361009	8.09466650249453	24.3346078295398	8.57785026624516e-28	FALSE
rs10506148	0.00094864	1.23051948051948	0.976833418643452	-1.14297231893567	0.00119988859607753	0.870953561351013	0.957259252905367	-1.21323193443753	-2.3562042533732	2.19637279552694e-39	FALSE
rs10506151	0.00017161	0.519083969465649	0.995728077615012	-2.59369712004944	0.00101376552751513	1.02873114844747	0.963648060944699	-1.14734538467142	-3.74104250472086	5.49893321246119e-40	FALSE
rs10506153	0.00016129	-7.94488188976378	0.995983943742843	28.6750976357523	0.000536374800741536	0.397280235442717	0.980431513418791	-1.8895458869829	26.7855517487694	9.94969757884261e-27	FALSE
rs10506154	0.00088804	-6.98657718120805	0.978281179533184	21.9612699451762	0.000556600411389318	3.44218486821614	0.979708598088272	3.85532659222829	25.8165965374045	3.77570433935052e-27	FALSE
rs10506155	1e-04	-5.64	0.997506234413965	12.868156443454	0.000367990664113885	-3.57365077787776	0.986491664719636	4.1470084241127	17.0151648675667	5.68309311717771e-31	FALSE
rs10506156	0.000841	7.86896551724138	0.979407947895497	28.3813478075578	0.000561220598784003	3.19315664267413	0.979543610263446	3.04910545273304	31.4304532602909	1.03529704874888e-24	FALSE
rs10506157	0.00084681	-7.85223367697595	0.979268638113968	28.2516102928836	0.000561125494904098	3.20479900798458	0.979547005882039	3.08552168453462	31.3371319774183	9.43052906271578e-25	FALSE
rs10506158	0.000841	7.84827586206897	0.979407947895497	28.2221037614279	0.000563891961807048	3.2280218364176	0.979448240701642	3.16058217246837	31.3826859338963	9.87006220405376e-25	FALSE
rs10506159	0.000841	-7.82068965517241	0.979407947895497	28.0104305288364	0.000567576880895711	3.26274757672955	0.979316716938819	3.27345396160534	31.2838844904417	8.94151208856526e-25	FALSE
rs10506160	0.000841	7.82413793103448	0.979407947895497	28.0368489227698	0.000570167891760592	3.28667880531344	0.979224258580807	3.35193170423185	31.3887806270017	9.93040089023098e-25	FALSE
rs10506161	0.00097344	7.75641025641026	0.976242170537792	27.4963703813003	0.000571910718424473	3.3035645105848	0.979162076886002	3.40757113711934	30.9039415184196	6.11510377943506e-25	FALSE
rs10506162	0.00019321	3.55395683453237	0.995192969160712	3.61610888963439	0.0011341941777606	-2.20991083006456	0.959504564920266	0.739686028624832	4.35579491825923	1.80588569838063e-36	FALSE
rs10506163	0.00084681	-7.72164948453608	0.979268638113968	27.2558395309569	0.00057333839166007	3.28938315759118	0.979111145322605	3.36274187523681	30.6185814061937	4.59698947855747e-25	FALSE
rs10506164	0.00033124	-4.57142857142857	0.991787011755651	7.96214302249757	0.00185164500458134	0.6358709953635	0.935539805856832	-1.1817193911269	6.78042363137067	2.04029577109198e-35	FALSE
rs10506165	0.00017424	-3.12121212121212	0.995662892440529	2.12958277054641	0.000727152938413207	-3.40028361694697	0.973654747829	3.81042977282031	5.94001254336672	8.80455136337968e-36	FALSE
rs10506166	0.00015376	0.782258064516129	0.996170719753268	-2.47774699083004	0.00037874054149899	-2.41221128290762	0.986102538389716	0.73092408034411	-1.74682291048593	4.03977344849581e-39	FALSE
rs10506167	0.00018225	-3.02222222222222	0.995464415257981	1.84829932473359	0.000671346985499758	-3.5754861546693	0.975627357211611	4.37911246819622	6.22741179292981	1.17360821157718e-35	FALSE
rs10506168	0.00018496	3.23529411764706	0.995397282963576	2.5189211547101	0.000673732979627553	0.919583457633137	0.975542854372045	-1.44294045145154	1.07598070325856	6.79649565196068e-38	FALSE
rs10506170	0.00017956	-2.47761194029851	0.995531061066871	0.350261899558757	0.000508685849488399	-0.453500118917701	0.981422919492673	-1.89199246859667	-1.54173056903791	4.95938110008988e-39	FALSE
rs10506173	0.00021609	3.3265306122449	0.994626777491298	2.89000971053576	0.000577923274065942	0.0867377840651785	0.978947617648455	-1.92668824631514	0.963321464220619	6.07236344992e-38	FALSE
rs10506174	0.00015129	0.764227642276423	0.99623200151228	-2.49968405544415	0.000395932487395976	0.214129898434436	0.98548085836081	-2.09355074987851	-4.59323480532266	2.34517918725161e-40	FALSE
rs10506176	0.00168921	1.39416058394161	0.959480882463352	-0.670526997075381	0.00195889740956526	-0.685946077525793	0.932059762294874	-1.12528608710142	-1.7958130841768	3.84663384394232e-39	FALSE
rs10506177	0.00012321	0.918918918918919	0.99692920880458	-2.47200053276687	0.000394304958265472	-1.29443139999401	0.985539678044942	-1.29251158937597	-3.76451212214284	5.37137804420759e-40	FALSE
rs10506179	0.00010816	1.40384615384615	0.997303291898706	-1.97512703857207	0.000276083958234855	-0.0913834381271633	0.989831102275402	-2.29007772340413	-4.2652047619762	3.2556496949278e-40	FALSE
rs10506181	0.00067081	1.97297297297297	0.98350635259047	-0.138180583092068	0.000529442733546807	2.67433345071485	0.980679528874689	1.53364409162637	1.3954635085343	9.35480335618567e-38	FALSE
rs1056019	0.00010816	0.826923076923077	0.997303291898706	-2.61688285510452	0.000244421366368801	0.540888627636335	0.99098680740883	-2.20957116408742	-4.82645401919195	1.85733487554148e-40	FALSE
rs1072087	0.000144	3.13333333333333	0.996412913511359	2.0760727953662	0.000492065699106291	-2.63346614891012	0.982018969410684	1.39600249444165	3.47207528980785	7.46269513858808e-37	FALSE
rs10732751	0.00017161	2.27480916030534	0.995728077615012	-0.151520394519702	0.000276347986634822	-2.19973595950361	0.989821476400285	0.101055376956279	-0.0504650175634227	2.20331140593225e-38	FALSE
rs10735878	0.00020449	-1.63636363636364	0.994913752170467	-1.30857415466044	0.000380754776576778	0.25989828202778	0.986029660830104	-2.10210768334753	-3.41068183800797	7.65160001890957e-40	FALSE
rs10735885	0.00017424	-1.78030303030303	0.995662892440529	-1.14240755255383	0.000340873886036242	0.626247955543015	0.98747460935108	-1.9963616151419	-3.13876916769573	1.00425136761733e-39	FALSE
rs10735931	8.836e-05	-3.74468085106383	0.997795868925543	3.93715251659877	0.000261727330629786	2.52925238767845	0.99035479428827	0.847060910224167	4.78421342682294	2.77172444999344e-36	FALSE
rs10735934	8.649e-05	3.73118279569893	0.997842415237652	3.87646095229808	0.000232776215063073	1.10816275672968	0.991412542087875	-1.76998671874618	2.1064742335519	1.90468296345473e-37	FALSE
rs10735957	0.00010816	-1.20192307692308	0.997303291898706	-2.237500052357	0.000282825269782137	1.32223280176492	0.989585388005544	-1.41722686959512	-3.65472692195212	5.99466372796411e-40	FALSE
rs10735960	0.00010404	-0.647058823529412	0.997405747650361	-2.76842898476052	0.000257196157201072	1.41787629090926	0.990520194643562	-1.33363813251505	-4.10206711727557	3.83254663313292e-40	FALSE
rs10735961	0.00010816	0.865384615384615	0.997303291898706	-2.58442623909599	0.000257261259466984	1.41881751935138	0.990517817839716	-1.33219284608839	-3.91661908518437	4.61345729558774e-40	FALSE
rs10747736	0.00011881	-1.54128440366972	0.997038546257977	-1.72677624656785	0.00026578461869643	-0.420933423370021	0.990206738926404	-2.22530552346355	-3.9520817700314	4.45271867014935e-40	FALSE
rs10747825	0.00020736	1.66666666666667	0.99484273526041	-1.25194844343618	0.000499602513257075	0.219890207710917	0.981748586288711	-1.97802176090882	-3.229970204345	9.16714972996822e-40	FALSE
rs10747877	0.00017424	-1.75757575757576	0.995662892440529	-1.18243635513386	0.000336361644369026	0.62965563583002	0.987638361817542	-2.00079602446433	-3.1832323795982	9.60577266646804e-40	FALSE
rs10747878	0.00017424	-1.78787878787879	0.995662892440529	-1.12895033198623	0.000354341159489156	0.688217507156706	0.986986195125305	-1.93713256816338	-3.06608290014961	1.07996498966302e-39	FALSE
rs10747879	0.00094249	0.407166123778502	0.976980149473078	-1.80471522262439	0.00215086093892201	0.177811249500812	0.925895289069802	-1.28650114488379	-3.09121636750818	1.05315998719961e-39	FALSE
rs10747886	0.00010404	1.07843137254902	0.997405747650361	-2.3972299214289	0.000390638184053679	1.90804690267945	0.985672222758364	-0.328537250130166	-2.72576717155907	1.51777333891584e-39	FALSE
rs10747956	1e-04	-1.8	0.997506234413965	-1.38102061390265	0.000272931976191983	0.408992265507996	0.989946030833971	-2.21709744085716	-3.59811805475981	6.34380383185588e-40	FALSE
rs10747959	0.00017956	4.02985074626866	0.995531061066871	5.3782592745884	0.00050755089693929	-1.30331431393222	0.981463599376894	-1.16043856539088	4.21782070919752	1.57314524167049e-36	FALSE
rs10747971	9.025e-05	-2.37894736842105	0.997748829204108	-0.224827258727923	0.000237370436844089	-2.89890763071608	0.991244538412352	1.79600494474061	1.57117768601268	1.11518356517569e-37	FALSE
rs10747999	8.836e-05	-0.680851063829787	0.997795868925543	-2.82744274507119	0.000262419293607872	7.03206410455874	0.990329540588571	22.1665213053935	19.3390785603223	5.80560742058194e-30	FALSE
rs10748014	8.836e-05	0.25531914893617	0.997795868925543	-3.02618886654119	0.000311786569912598	-5.76653054098535	0.98853116302323	14.2016904668724	11.1755016003312	1.65367910476356e-33	FALSE
rs10748029	8.836e-05	3.85106382978723	0.997795868925543	4.34029095617145	0.000259966232172114	2.4859512438351	0.990419072687197	0.736381502837007	5.07667245900846	3.71332872129046e-36	FALSE
rs10748030	8.836e-05	3.79787234042553	0.997795868925543	4.13731018722694	0.000261391300108021	2.52747571728148	0.990367058434824	0.842015171691978	4.97932535891892	3.36888424077019e-36	FALSE
rs10748033	8.836e-05	3.79787234042553	0.997795868925543	4.13731018722694	0.000261599080478089	2.52980635633786	0.990359475013711	0.848220948639822	4.98553113586676	3.38985579000588e-36	FALSE
rs10748034	8.836e-05	3.80851063829787	0.997795868925543	4.17768049315053	0.000261848183574484	2.52934162788748	0.990350383578011	0.847498934781215	5.02517942793175	3.5269577520035e-36	FALSE
rs10748040	0.00017424	2.37878787878788	0.995662892440529	0.0967710318136605	0.000275115720645953	-2.23344958828837	0.989866403618548	0.172924336737462	0.269695368551122	3.03472799978986e-38	FALSE
rs10748065	9.216e-05	2.375	0.997701296213524	-0.223875506027946	0.000284428153574581	0.627275293941867	0.989526982395687	-2.08479982504551	-2.30867533107346	2.30328460359984e-39	FALSE
rs10748066	9.216e-05	2.36458333333333	0.997701296213524	-0.248504091627835	0.000283210306255018	0.637971478587465	0.989571357482181	-2.08021804974232	-2.32872214137015	2.25757083266252e-39	FALSE
rs10748075	0.00013924	-0.957627118644068	0.996531075326788	-2.3750210517293	0.000394910426513849	2.10011724241554	0.985517795311609	0.0558920657934006	-2.3191289859359	2.27933227411988e-39	FALSE
rs10748077	0.00011449	1.93457943925234	0.997145919093076	-1.06354474065815	0.000303252355474542	1.98125882786634	0.988841584848665	-0.306987946660298	-1.37053268731845	5.8854242987891e-39	FALSE
rs10748079	0.00011449	-1.75700934579439	0.997145919093076	-1.39036717592732	0.000306117825072544	2.04324026564784	0.988737335086907	-0.179225475248952	-1.56959265117627	4.8231096353598e-39	FALSE
rs10748131	0.00010609	1.19417475728155	0.997354765822348	-2.25635728787554	0.000273346351652796	0.87032021507595	0.989930920222205	-1.92422778997413	-4.18058507784967	3.54313361982971e-40	FALSE
rs10748138	0.00010816	1.11538461538462	0.997303291898706	-2.33749777980376	0.000282760743142272	1.32305012335201	0.989587739360752	-1.41626794669902	-3.75376572650277	5.42941226866548e-40	FALSE
rs10748142	0.00010816	1.19230769230769	0.997303291898706	-2.24897973614411	0.000287773298365754	1.82201698138074	0.989405114777513	-0.631405183314539	-2.88038491945865	1.30034108655046e-39	FALSE
rs10748148	0.00010816	1.5	0.997303291898706	-1.83589553239908	0.000282753162008278	1.32307433818805	0.989588015618531	-1.41624926691173	-3.25214479931081	8.96610913240967e-40	FALSE
rs10748154	0.00013456	-0.577586206896552	0.996647278554941	-2.68274777614614	0.000345877391936801	-0.111288443935709	0.987293092034481	-2.17669087895059	-4.85943865509673	1.79707072030941e-40	FALSE
rs10748157	0.00037636	2.31443298969072	0.990678704073374	0.315607998692068	0.000816574985724102	0.295333341905912	0.970510466270324	-1.71953510713955	-1.40392710844749	5.69212940969736e-39	FALSE
rs10748158	0.00037636	-2.34536082474227	0.990678704073374	0.386994985764205	0.000672975801075055	1.32204937653129	0.975569669171668	-1.00340749285478	-0.61641250709057	1.25108843908343e-38	FALSE
rs10748166	0.00010404	0.294117647058824	0.997405747650361	-2.93408807087546	0.000288032288810535	1.96209697274632	0.989395680698414	-0.368747058848069	-3.30283512972353	8.52294115325163e-40	FALSE
rs10748171	0.00017161	-0.374045801526718	0.995728077615012	-2.6581893849681	0.000253754546087539	1.6959017814028	0.990645859884768	-0.91137833521475	-3.56956772018285	6.52753182165094e-40	FALSE
rs10748266	1e-04	1.05	0.997506234413965	-2.44710540193257	0.000298970005119884	-0.746986895851316	0.988997423682053	-1.97888786075864	-4.42599326269121	2.77209500570988e-40	FALSE
rs10748267	9.604e-05	-0.693877551020408	0.997604750992866	-2.77697762961504	0.000276777000616894	-0.53087898449032	0.989805835925236	-2.1534902112495	-4.93046784086454	1.67385403999825e-40	FALSE
rs10783713	9.604e-05	-0.377551020408163	0.997604750992866	-2.94603237058139	0.000300947005476029	-0.394544568647782	0.988925472641032	-2.17458307230942	-5.12061544289082	1.38400459030568e-40	FALSE
rs10783716	0.00012321	2.10810810810811	0.99692920880458	-0.677673600338469	0.000276546710272496	-0.841393443812356	0.989814231511797	-1.94301589733937	-2.62068949767784	1.68593789990335e-39	FALSE
rs10783739	0.00011664	-2.43518518518519	0.99709247833318	0.0362153460911543	0.000273401188970665	-0.759895541503486	0.989928920559636	-2.01323080342937	-1.97701545733821	3.20911778631064e-39	FALSE
rs10783934	0.00021316	-1.86986301369863	0.994699247708959	-0.881026160925493	0.000540575430735641	0.706203815226431	0.980281284337015	-1.71864871265572	-2.59967487358121	1.72174213981207e-39	FALSE
rs10783969	0.00020449	-1.65034965034965	0.994913752170467	-1.28570704802832	0.000374442388845192	0.210389947592365	0.986258086987507	-2.12182455673437	-3.40753160476269	7.67574235069117e-40	FALSE
rs10783993	0.00020449	-1.68531468531469	0.994913752170467	-1.22768784662663	0.000493822410413462	0.304172181237686	0.981955934102104	-1.96204357071516	-3.18973141734179	9.54354681046751e-40	FALSE
rs10783994	0.00017424	1.71212121212121	0.995662892440529	-1.26095109424161	0.000343980305347938	0.438762645794098	0.987361906735999	-2.0904800423042	-3.3514311365458	8.11866295766798e-40	FALSE
rs10783998	0.00031329	-0.576271186440678	0.99222861741128	-2.26389974869895	0.000376427306052345	0.305504264695446	0.986186247450226	-2.09502352135295	-4.3589232700519	2.96439613332421e-40	FALSE
rs10784016	0.00021316	-1.46575342465753	0.994699247708959	-1.55143086829136	0.000376062259908866	0.234644528000545	0.986199458674857	-2.11437461878239	-3.66580548707374	5.92861797705474e-40	FALSE
rs10784019	0.00021025	1.53103448275862	0.994771233702849	-1.46088495367615	0.000372958397772477	0.246785769844092	0.986311803487386	-2.1155759124639	-3.57646086614004	6.48269131569157e-40	FALSE
rs10784034	0.00017689	-1.7593984962406	0.995597220193001	-1.1718324124995	0.000345980930877837	0.454791554710537	0.987289336550844	-2.08055382627277	-3.25238623877227	8.96394462115907e-40	FALSE
rs10784051	0.00017689	1.7593984962406	0.995597220193001	-1.1718324124995	0.000360018313050953	0.826935950365294	0.986780447957227	-1.82563754927411	-2.99746996177361	1.15666580693671e-39	FALSE
rs10784058	0.00095481	0.495145631067961	0.976686254923414	-1.75962939553152	0.00560251145151135	0.571668946229868	0.827489065715708	-0.743433387709056	-2.50306278324058	1.89638366921263e-39	FALSE
rs10784059	0.00017424	-1.68181818181818	0.995662892440529	-1.3121513899043	0.00035725756736495	0.842461804986962	0.986880490129194	-1.81661221323967	-3.12876360314397	1.01434990604324e-39	FALSE
rs10784065	0.00015876	0.714285714285714	0.996046690684673	-2.51250758119801	0.000348817221770813	0.789256309786098	0.98718647193165	-1.87115506847594	-4.38366264967395	2.89195853712984e-40	FALSE
rs10784079	0.00010404	0.990196078431372	0.997405747650361	-2.4882561380181	0.000391245983198939	1.90494370818629	0.985650249875034	-0.333642371419878	-2.82189850943798	1.37866138060082e-39	FALSE
rs10784118	0.00010816	-1.27884615384615	0.997303291898706	-2.14234315542288	0.000359471201475827	1.96703041546125	0.98680027223207	-0.254711459411203	-2.39705461483408	2.10845807235261e-39	FALSE
rs10784208	0.00010201	-1.64356435643564	0.997456237231002	-1.63983928565244	0.000310001543762508	2.30804945427555	0.988596075090437	0.396272415236099	-1.24356687041634	6.68218248410772e-39	FALSE
rs10784223	0.00010201	-1.13861386138614	0.997456237231002	-2.340483601688	0.000387142574307527	2.32110201418969	0.98579861350312	0.528294352615669	-1.81218924907233	3.7841537225207e-39	FALSE
rs10784234	0.00010201	1.45544554455446	0.997456237231002	-1.93058883191324	0.00032190784395102	2.30221586410596	0.988163266346646	0.400456646404222	-1.53013218550902	5.0172367717164e-39	FALSE
rs10784267	9.801e-05	3.80808080808081	0.997555739050392	4.22601078455876	0.00023653299023196	4.33812872252912	0.99127515831254	6.95679195685775	11.1828027414165	1.66579703273766e-33	FALSE
rs10784283	0.00017956	4.08208955223881	0.995531061066871	5.58919143775553	0.000507235919365748	-1.28719766285394	0.98147488965484	-1.18122208625575	4.40796935149978	1.90260803756786e-36	FALSE
rs10784284	0.00015129	-2.97560975609756	0.99623200151228	1.619839641734	0.000344477014841166	-0.319985345884437	0.987343888225761	-2.13426014092356	-0.514420499189563	1.38542358662418e-38	FALSE
rs10784338	0.00014641	2.1404958677686	0.996353098570956	-0.524431963046885	0.000254996753192782	-2.65684415441874	0.990600498887838	1.16268640102393	0.638254437977049	4.38715462947391e-38	FALSE
rs10784340	0.00037249	4.48704663212435	0.990773667910996	7.63106730752369	0.000966668597489464	2.95911680270764	0.965278239505346	2.54597345347206	10.1770407609957	6.09291621293498e-34	FALSE
rs10784356	9.216e-05	-1.58333333333333	0.997701296213524	-1.78711408212639	0.000255053765298907	-2.71776790733096	0.990598417107668	1.32497131441815	-0.462142767708243	1.45977696898121e-38	FALSE
rs10784359	9.216e-05	-1.05208333333333	0.997701296213524	-2.4855374667316	0.000283059007543943	-5.54419406391508	0.989576870678928	12.9269863924577	10.4414489257261	7.93699693972171e-34	FALSE
rs10784369	9.409e-05	1.71134020618557	0.997653270095418	-1.5664599909693	0.000253507415960613	-2.79462895668984	0.990654884695796	1.53203230667498	-0.0344276842943152	2.23893150752242e-38	FALSE
rs10784370	8.836e-05	-0.723404255319149	0.997795868925543	-2.79763082685069	0.000268269297744209	-6.76601455765463	0.99011609182844	20.3548153726468	17.5571845457961	9.77194305119584e-31	FALSE
rs10784378	8.836e-05	-0.734042553191489	0.997795868925543	-2.78989553746393	0.000255827734979152	6.9847753631843	0.990570156699657	21.8315782451126	19.0416827076487	4.31211453202343e-30	FALSE
rs10784379	8.836e-05	0.765957446808511	0.997795868925543	-2.76601212570773	0.000255723089685209	7.10120727607956	0.990573977580264	22.6437681543111	19.8777560286033	9.94929520942937e-30	FALSE
rs10784381	9.025e-05	0.610526315789474	0.997748829204108	-2.86220078443354	0.000256520008133223	7.11777745628769	0.990544880690835	22.7612672785946	19.8990664941611	1.01635946224164e-29	FALSE
