EID	locus	overlap	score	Annotation	GROUP	ANATOMY	GR	Epigenome.Mnemonic	Standardized.Epigenome.name	Epigenome.name	TYPE	pval	mean.nSnpOverlap	allSnps	mean.enrichment	chromatin_state	GS.pval
E067	rs1388597	1	0.445	E067_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.ANG.GYR	Brain Angular Gyrus	Brain_Angular_Gyrus	PrimaryTissue	0.019	2.80619380619381	11	0.255111078921079	TssA	0.867
E068	rs12422278			E068_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.ANT.CAUD	Brain Anterior Caudate	Brain_Anterior_Caudate	PrimaryTissue	0.002	3.53746253746254	11	0.321590639360639	TssA	0.514
E068	rs117891010			E068_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.ANT.CAUD	Brain Anterior Caudate	Brain_Anterior_Caudate	PrimaryTissue	0.002	3.53746253746254	11	0.321590639360639	TssA	0.514
E068	rs76904798			E068_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.ANT.CAUD	Brain Anterior Caudate	Brain_Anterior_Caudate	PrimaryTissue	0.002	3.53746253746254	11	0.321590639360639	TssA	0.514
E068	rs17466626			E068_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.ANT.CAUD	Brain Anterior Caudate	Brain_Anterior_Caudate	PrimaryTissue	0.002	3.53746253746254	11	0.321590639360639	TssA	0.514
E068	rs11564266			E068_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.ANT.CAUD	Brain Anterior Caudate	Brain_Anterior_Caudate	PrimaryTissue	0.002	3.53746253746254	11	0.321590639360639	TssA	0.514
E068	rs76664306			E068_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.ANT.CAUD	Brain Anterior Caudate	Brain_Anterior_Caudate	PrimaryTissue	0.002	3.53746253746254	11	0.321590639360639	TssA	0.514
E068	rs144202154			E068_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.ANT.CAUD	Brain Anterior Caudate	Brain_Anterior_Caudate	PrimaryTissue	0.002	3.53746253746254	11	0.321590639360639	TssA	0.514
E068	rs11175620	1	0.798	E068_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.ANT.CAUD	Brain Anterior Caudate	Brain_Anterior_Caudate	PrimaryTissue	0.002	3.53746253746254	11	0.321590639360639	TssA	0.514
E068	rs17443656	1	0.612	E068_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.ANT.CAUD	Brain Anterior Caudate	Brain_Anterior_Caudate	PrimaryTissue	0.002	3.53746253746254	11	0.321590639360639	TssA	0.514
E068	rs7294619	1	0.824	E068_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.ANT.CAUD	Brain Anterior Caudate	Brain_Anterior_Caudate	PrimaryTissue	0.002	3.53746253746254	11	0.321590639360639	TssA	0.514
E068	rs1388597	1	0.57	E068_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.ANT.CAUD	Brain Anterior Caudate	Brain_Anterior_Caudate	PrimaryTissue	0.002	3.53746253746254	11	0.321590639360639	TssA	0.514
E070	rs12422278			E070_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.GRM.MTRX	Brain Germinal Matrix	Brain_Germinal_Matrix	PrimaryTissue	0.164	1.57942057942058	11	0.143585124875125	TssA	0.507
E070	rs117891010			E070_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.GRM.MTRX	Brain Germinal Matrix	Brain_Germinal_Matrix	PrimaryTissue	0.164	1.57942057942058	11	0.143585124875125	TssA	0.507
E070	rs76904798			E070_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.GRM.MTRX	Brain Germinal Matrix	Brain_Germinal_Matrix	PrimaryTissue	0.164	1.57942057942058	11	0.143585124875125	TssA	0.507
E070	rs17466626			E070_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.GRM.MTRX	Brain Germinal Matrix	Brain_Germinal_Matrix	PrimaryTissue	0.164	1.57942057942058	11	0.143585124875125	TssA	0.507
E070	rs11564266			E070_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.GRM.MTRX	Brain Germinal Matrix	Brain_Germinal_Matrix	PrimaryTissue	0.164	1.57942057942058	11	0.143585124875125	TssA	0.507
E070	rs76664306			E070_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.GRM.MTRX	Brain Germinal Matrix	Brain_Germinal_Matrix	PrimaryTissue	0.164	1.57942057942058	11	0.143585124875125	TssA	0.507
E070	rs144202154			E070_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.GRM.MTRX	Brain Germinal Matrix	Brain_Germinal_Matrix	PrimaryTissue	0.164	1.57942057942058	11	0.143585124875125	TssA	0.507
E070	rs11175620			E070_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.GRM.MTRX	Brain Germinal Matrix	Brain_Germinal_Matrix	PrimaryTissue	0.164	1.57942057942058	11	0.143585124875125	TssA	0.507
E070	rs17443656	1	0.282	E070_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.GRM.MTRX	Brain Germinal Matrix	Brain_Germinal_Matrix	PrimaryTissue	0.164	1.57942057942058	11	0.143585124875125	TssA	0.507
E070	rs7294619			E070_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.GRM.MTRX	Brain Germinal Matrix	Brain_Germinal_Matrix	PrimaryTissue	0.164	1.57942057942058	11	0.143585124875125	TssA	0.507
E070	rs1388597	1	0.238	E070_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.GRM.MTRX	Brain Germinal Matrix	Brain_Germinal_Matrix	PrimaryTissue	0.164	1.57942057942058	11	0.143585124875125	TssA	0.507
E071	rs12422278			E071_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.HIPP.MID	Brain Hippocampus Middle	Brain_Hippocampus_Middle	PrimaryTissue	0.005	3.23276723276723	11	0.293890869130869	TssA	0.95
E071	rs117891010			E071_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.HIPP.MID	Brain Hippocampus Middle	Brain_Hippocampus_Middle	PrimaryTissue	0.005	3.23276723276723	11	0.293890869130869	TssA	0.95
E071	rs76904798			E071_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.HIPP.MID	Brain Hippocampus Middle	Brain_Hippocampus_Middle	PrimaryTissue	0.005	3.23276723276723	11	0.293890869130869	TssA	0.95
E071	rs17466626			E071_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.HIPP.MID	Brain Hippocampus Middle	Brain_Hippocampus_Middle	PrimaryTissue	0.005	3.23276723276723	11	0.293890869130869	TssA	0.95
E071	rs11564266			E071_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.HIPP.MID	Brain Hippocampus Middle	Brain_Hippocampus_Middle	PrimaryTissue	0.005	3.23276723276723	11	0.293890869130869	TssA	0.95
E071	rs76664306			E071_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.HIPP.MID	Brain Hippocampus Middle	Brain_Hippocampus_Middle	PrimaryTissue	0.005	3.23276723276723	11	0.293890869130869	TssA	0.95
E071	rs144202154			E071_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.HIPP.MID	Brain Hippocampus Middle	Brain_Hippocampus_Middle	PrimaryTissue	0.005	3.23276723276723	11	0.293890869130869	TssA	0.95
E071	rs11175620			E071_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.HIPP.MID	Brain Hippocampus Middle	Brain_Hippocampus_Middle	PrimaryTissue	0.005	3.23276723276723	11	0.293890869130869	TssA	0.95
E071	rs17443656	1	0.568	E071_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.HIPP.MID	Brain Hippocampus Middle	Brain_Hippocampus_Middle	PrimaryTissue	0.005	3.23276723276723	11	0.293890869130869	TssA	0.95
E071	rs7294619			E071_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.HIPP.MID	Brain Hippocampus Middle	Brain_Hippocampus_Middle	PrimaryTissue	0.005	3.23276723276723	11	0.293890869130869	TssA	0.95
E071	rs1388597	1	0.521	E071_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.HIPP.MID	Brain Hippocampus Middle	Brain_Hippocampus_Middle	PrimaryTissue	0.005	3.23276723276723	11	0.293890869130869	TssA	0.95
E073	rs12422278			E073_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.DL.PRFRNTL.CRTX	Brain_Dorsolateral_Prefrontal_Cortex	Brain_Mid_Frontal_Lobe	PrimaryTissue	0.003	3.40459540459541	11	0.309511768231768	TssA	0.495
E073	rs117891010			E073_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.DL.PRFRNTL.CRTX	Brain_Dorsolateral_Prefrontal_Cortex	Brain_Mid_Frontal_Lobe	PrimaryTissue	0.003	3.40459540459541	11	0.309511768231768	TssA	0.495
E073	rs76904798			E073_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.DL.PRFRNTL.CRTX	Brain_Dorsolateral_Prefrontal_Cortex	Brain_Mid_Frontal_Lobe	PrimaryTissue	0.003	3.40459540459541	11	0.309511768231768	TssA	0.495
E073	rs17466626			E073_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.DL.PRFRNTL.CRTX	Brain_Dorsolateral_Prefrontal_Cortex	Brain_Mid_Frontal_Lobe	PrimaryTissue	0.003	3.40459540459541	11	0.309511768231768	TssA	0.495
E073	rs11564266			E073_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.DL.PRFRNTL.CRTX	Brain_Dorsolateral_Prefrontal_Cortex	Brain_Mid_Frontal_Lobe	PrimaryTissue	0.003	3.40459540459541	11	0.309511768231768	TssA	0.495
E073	rs76664306			E073_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.DL.PRFRNTL.CRTX	Brain_Dorsolateral_Prefrontal_Cortex	Brain_Mid_Frontal_Lobe	PrimaryTissue	0.003	3.40459540459541	11	0.309511768231768	TssA	0.495
E073	rs144202154			E073_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.DL.PRFRNTL.CRTX	Brain_Dorsolateral_Prefrontal_Cortex	Brain_Mid_Frontal_Lobe	PrimaryTissue	0.003	3.40459540459541	11	0.309511768231768	TssA	0.495
E073	rs11175620	1	0.792	E073_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.DL.PRFRNTL.CRTX	Brain_Dorsolateral_Prefrontal_Cortex	Brain_Mid_Frontal_Lobe	PrimaryTissue	0.003	3.40459540459541	11	0.309511768231768	TssA	0.495
E073	rs17443656	1	0.6	E073_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.DL.PRFRNTL.CRTX	Brain_Dorsolateral_Prefrontal_Cortex	Brain_Mid_Frontal_Lobe	PrimaryTissue	0.003	3.40459540459541	11	0.309511768231768	TssA	0.495
E073	rs7294619	1	0.806	E073_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.DL.PRFRNTL.CRTX	Brain_Dorsolateral_Prefrontal_Cortex	Brain_Mid_Frontal_Lobe	PrimaryTissue	0.003	3.40459540459541	11	0.309511768231768	TssA	0.495
E073	rs1388597	1	0.555	E073_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.DL.PRFRNTL.CRTX	Brain_Dorsolateral_Prefrontal_Cortex	Brain_Mid_Frontal_Lobe	PrimaryTissue	0.003	3.40459540459541	11	0.309511768231768	TssA	0.495
E074	rs12422278			E074_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.SUB.NIG	Brain Substantia Nigra	Brain_Substantia_Nigra	PrimaryTissue	0.021	2.83316683316683	11	0.257563076923077	TssA	0.867
E074	rs117891010			E074_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.SUB.NIG	Brain Substantia Nigra	Brain_Substantia_Nigra	PrimaryTissue	0.021	2.83316683316683	11	0.257563076923077	TssA	0.867
E074	rs76904798			E074_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.SUB.NIG	Brain Substantia Nigra	Brain_Substantia_Nigra	PrimaryTissue	0.021	2.83316683316683	11	0.257563076923077	TssA	0.867
E074	rs17466626			E074_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.SUB.NIG	Brain Substantia Nigra	Brain_Substantia_Nigra	PrimaryTissue	0.021	2.83316683316683	11	0.257563076923077	TssA	0.867
E074	rs11564266			E074_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.SUB.NIG	Brain Substantia Nigra	Brain_Substantia_Nigra	PrimaryTissue	0.021	2.83316683316683	11	0.257563076923077	TssA	0.867
E074	rs76664306			E074_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.SUB.NIG	Brain Substantia Nigra	Brain_Substantia_Nigra	PrimaryTissue	0.021	2.83316683316683	11	0.257563076923077	TssA	0.867
E074	rs144202154			E074_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.SUB.NIG	Brain Substantia Nigra	Brain_Substantia_Nigra	PrimaryTissue	0.021	2.83316683316683	11	0.257563076923077	TssA	0.867
E074	rs11175620			E074_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.SUB.NIG	Brain Substantia Nigra	Brain_Substantia_Nigra	PrimaryTissue	0.021	2.83316683316683	11	0.257563076923077	TssA	0.867
E074	rs17443656	1	0.503	E074_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.SUB.NIG	Brain Substantia Nigra	Brain_Substantia_Nigra	PrimaryTissue	0.021	2.83316683316683	11	0.257563076923077	TssA	0.867
E074	rs7294619			E074_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.SUB.NIG	Brain Substantia Nigra	Brain_Substantia_Nigra	PrimaryTissue	0.021	2.83316683316683	11	0.257563076923077	TssA	0.867
E074	rs1388597	1	0.471	E074_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.SUB.NIG	Brain Substantia Nigra	Brain_Substantia_Nigra	PrimaryTissue	0.021	2.83316683316683	11	0.257563076923077	TssA	0.867
E081	rs12422278			E081_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.FET.M	Fetal Brain Male	Fetal_Brain_Male	PrimaryTissue	0.725	0.306693306693307	11	0.0278814885114885	TssA	0.029
E081	rs117891010			E081_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.FET.M	Fetal Brain Male	Fetal_Brain_Male	PrimaryTissue	0.725	0.306693306693307	11	0.0278814885114885	TssA	0.029
E081	rs76904798			E081_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.FET.M	Fetal Brain Male	Fetal_Brain_Male	PrimaryTissue	0.725	0.306693306693307	11	0.0278814885114885	TssA	0.029
E081	rs17466626			E081_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.FET.M	Fetal Brain Male	Fetal_Brain_Male	PrimaryTissue	0.725	0.306693306693307	11	0.0278814885114885	TssA	0.029
E081	rs11564266			E081_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.FET.M	Fetal Brain Male	Fetal_Brain_Male	PrimaryTissue	0.725	0.306693306693307	11	0.0278814885114885	TssA	0.029
E081	rs76664306			E081_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.FET.M	Fetal Brain Male	Fetal_Brain_Male	PrimaryTissue	0.725	0.306693306693307	11	0.0278814885114885	TssA	0.029
E081	rs144202154			E081_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.FET.M	Fetal Brain Male	Fetal_Brain_Male	PrimaryTissue	0.725	0.306693306693307	11	0.0278814885114885	TssA	0.029
E081	rs11175620			E081_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.FET.M	Fetal Brain Male	Fetal_Brain_Male	PrimaryTissue	0.725	0.306693306693307	11	0.0278814885114885	TssA	0.029
E081	rs17443656	1	0.05	E081_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.FET.M	Fetal Brain Male	Fetal_Brain_Male	PrimaryTissue	0.725	0.306693306693307	11	0.0278814885114885	TssA	0.029
E081	rs7294619			E081_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.FET.M	Fetal Brain Male	Fetal_Brain_Male	PrimaryTissue	0.725	0.306693306693307	11	0.0278814885114885	TssA	0.029
E081	rs1388597	1	0.052	E081_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.FET.M	Fetal Brain Male	Fetal_Brain_Male	PrimaryTissue	0.725	0.306693306693307	11	0.0278814885114885	TssA	0.029
E082	rs12422278			E082_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.FET.F	Fetal Brain Female	Fetal_Brain_Female	PrimaryTissue	0.146	1.54345654345654	11	0.140315634365634	TssA	0.49
E082	rs117891010			E082_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.FET.F	Fetal Brain Female	Fetal_Brain_Female	PrimaryTissue	0.146	1.54345654345654	11	0.140315634365634	TssA	0.49
E082	rs76904798			E082_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.FET.F	Fetal Brain Female	Fetal_Brain_Female	PrimaryTissue	0.146	1.54345654345654	11	0.140315634365634	TssA	0.49
E082	rs17466626			E082_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.FET.F	Fetal Brain Female	Fetal_Brain_Female	PrimaryTissue	0.146	1.54345654345654	11	0.140315634365634	TssA	0.49
E082	rs11564266			E082_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.FET.F	Fetal Brain Female	Fetal_Brain_Female	PrimaryTissue	0.146	1.54345654345654	11	0.140315634365634	TssA	0.49
E082	rs76664306			E082_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.FET.F	Fetal Brain Female	Fetal_Brain_Female	PrimaryTissue	0.146	1.54345654345654	11	0.140315634365634	TssA	0.49
E082	rs144202154			E082_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.FET.F	Fetal Brain Female	Fetal_Brain_Female	PrimaryTissue	0.146	1.54345654345654	11	0.140315634365634	TssA	0.49
E082	rs11175620			E082_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.FET.F	Fetal Brain Female	Fetal_Brain_Female	PrimaryTissue	0.146	1.54345654345654	11	0.140315634365634	TssA	0.49
E082	rs17443656	1	0.289	E082_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.FET.F	Fetal Brain Female	Fetal_Brain_Female	PrimaryTissue	0.146	1.54345654345654	11	0.140315634365634	TssA	0.49
E082	rs7294619			E082_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.FET.F	Fetal Brain Female	Fetal_Brain_Female	PrimaryTissue	0.146	1.54345654345654	11	0.140315634365634	TssA	0.49
E082	rs1388597	1	0.267	E082_TssA_subset.bed.gz	Brain	BRAIN	Brain	BRN.FET.F	Fetal Brain Female	Fetal_Brain_Female	PrimaryTissue	0.146	1.54345654345654	11	0.140315634365634	TssA	0.49
E124	rs12422278			E124_TssA_subset.bed.gz	ENCODE2012	BLOOD	ENCODE2012	BLD.CD14.MONO	Monocytes-CD14+ RO01746 Primary Cells	Monocytes-CD14+_RO01746	PrimaryCell	0.001	3.75224775224775	11	0.341116843156843	TssA	0.635
E124	rs117891010			E124_TssA_subset.bed.gz	ENCODE2012	BLOOD	ENCODE2012	BLD.CD14.MONO	Monocytes-CD14+ RO01746 Primary Cells	Monocytes-CD14+_RO01746	PrimaryCell	0.001	3.75224775224775	11	0.341116843156843	TssA	0.635
E124	rs76904798			E124_TssA_subset.bed.gz	ENCODE2012	BLOOD	ENCODE2012	BLD.CD14.MONO	Monocytes-CD14+ RO01746 Primary Cells	Monocytes-CD14+_RO01746	PrimaryCell	0.001	3.75224775224775	11	0.341116843156843	TssA	0.635
E124	rs17466626			E124_TssA_subset.bed.gz	ENCODE2012	BLOOD	ENCODE2012	BLD.CD14.MONO	Monocytes-CD14+ RO01746 Primary Cells	Monocytes-CD14+_RO01746	PrimaryCell	0.001	3.75224775224775	11	0.341116843156843	TssA	0.635
E124	rs11564266			E124_TssA_subset.bed.gz	ENCODE2012	BLOOD	ENCODE2012	BLD.CD14.MONO	Monocytes-CD14+ RO01746 Primary Cells	Monocytes-CD14+_RO01746	PrimaryCell	0.001	3.75224775224775	11	0.341116843156843	TssA	0.635
E124	rs76664306			E124_TssA_subset.bed.gz	ENCODE2012	BLOOD	ENCODE2012	BLD.CD14.MONO	Monocytes-CD14+ RO01746 Primary Cells	Monocytes-CD14+_RO01746	PrimaryCell	0.001	3.75224775224775	11	0.341116843156843	TssA	0.635
E124	rs144202154			E124_TssA_subset.bed.gz	ENCODE2012	BLOOD	ENCODE2012	BLD.CD14.MONO	Monocytes-CD14+ RO01746 Primary Cells	Monocytes-CD14+_RO01746	PrimaryCell	0.001	3.75224775224775	11	0.341116843156843	TssA	0.635
E124	rs11175620	1	0.857	E124_TssA_subset.bed.gz	ENCODE2012	BLOOD	ENCODE2012	BLD.CD14.MONO	Monocytes-CD14+ RO01746 Primary Cells	Monocytes-CD14+_RO01746	PrimaryCell	0.001	3.75224775224775	11	0.341116843156843	TssA	0.635
E124	rs17443656	1	0.688	E124_TssA_subset.bed.gz	ENCODE2012	BLOOD	ENCODE2012	BLD.CD14.MONO	Monocytes-CD14+ RO01746 Primary Cells	Monocytes-CD14+_RO01746	PrimaryCell	0.001	3.75224775224775	11	0.341116843156843	TssA	0.635
E124	rs7294619	1	0.847	E124_TssA_subset.bed.gz	ENCODE2012	BLOOD	ENCODE2012	BLD.CD14.MONO	Monocytes-CD14+ RO01746 Primary Cells	Monocytes-CD14+_RO01746	PrimaryCell	0.001	3.75224775224775	11	0.341116843156843	TssA	0.635
E124	rs1388597	1	0.644	E124_TssA_subset.bed.gz	ENCODE2012	BLOOD	ENCODE2012	BLD.CD14.MONO	Monocytes-CD14+ RO01746 Primary Cells	Monocytes-CD14+_RO01746	PrimaryCell	0.001	3.75224775224775	11	0.341116843156843	TssA	0.635
E029	rs12422278			E029_TssA_subset.bed.gz	HSC & B-cell	BLOOD	HSC_and_Bcell	BLD.CD14.PC	Primary monocytes from peripheral blood	CD14_Primary_Cells	PrimaryCell	0	4.26073926073926	11	0.387343766233766	TssA	0.44
E029	rs117891010			E029_TssA_subset.bed.gz	HSC & B-cell	BLOOD	HSC_and_Bcell	BLD.CD14.PC	Primary monocytes from peripheral blood	CD14_Primary_Cells	PrimaryCell	0	4.26073926073926	11	0.387343766233766	TssA	0.44
E029	rs76904798			E029_TssA_subset.bed.gz	HSC & B-cell	BLOOD	HSC_and_Bcell	BLD.CD14.PC	Primary monocytes from peripheral blood	CD14_Primary_Cells	PrimaryCell	0	4.26073926073926	11	0.387343766233766	TssA	0.44
E029	rs17466626			E029_TssA_subset.bed.gz	HSC & B-cell	BLOOD	HSC_and_Bcell	BLD.CD14.PC	Primary monocytes from peripheral blood	CD14_Primary_Cells	PrimaryCell	0	4.26073926073926	11	0.387343766233766	TssA	0.44
E029	rs11564266			E029_TssA_subset.bed.gz	HSC & B-cell	BLOOD	HSC_and_Bcell	BLD.CD14.PC	Primary monocytes from peripheral blood	CD14_Primary_Cells	PrimaryCell	0	4.26073926073926	11	0.387343766233766	TssA	0.44
E029	rs76664306	1	0.847	E029_TssA_subset.bed.gz	HSC & B-cell	BLOOD	HSC_and_Bcell	BLD.CD14.PC	Primary monocytes from peripheral blood	CD14_Primary_Cells	PrimaryCell	0	4.26073926073926	11	0.387343766233766	TssA	0.44
E029	rs144202154			E029_TssA_subset.bed.gz	HSC & B-cell	BLOOD	HSC_and_Bcell	BLD.CD14.PC	Primary monocytes from peripheral blood	CD14_Primary_Cells	PrimaryCell	0	4.26073926073926	11	0.387343766233766	TssA	0.44
E029	rs11175620	1	0.937	E029_TssA_subset.bed.gz	HSC & B-cell	BLOOD	HSC_and_Bcell	BLD.CD14.PC	Primary monocytes from peripheral blood	CD14_Primary_Cells	PrimaryCell	0	4.26073926073926	11	0.387343766233766	TssA	0.44
E029	rs17443656	1	0.766	E029_TssA_subset.bed.gz	HSC & B-cell	BLOOD	HSC_and_Bcell	BLD.CD14.PC	Primary monocytes from peripheral blood	CD14_Primary_Cells	PrimaryCell	0	4.26073926073926	11	0.387343766233766	TssA	0.44
E029	rs7294619	1	0.953	E029_TssA_subset.bed.gz	HSC & B-cell	BLOOD	HSC_and_Bcell	BLD.CD14.PC	Primary monocytes from peripheral blood	CD14_Primary_Cells	PrimaryCell	0	4.26073926073926	11	0.387343766233766	TssA	0.44
E029	rs1388597	1	0.742	E029_TssA_subset.bed.gz	HSC & B-cell	BLOOD	HSC_and_Bcell	BLD.CD14.PC	Primary monocytes from peripheral blood	CD14_Primary_Cells	PrimaryCell	0	4.26073926073926	11	0.387343766233766	TssA	0.44
E067	rs12422278	1	1	E067_Quies_subset.bed.gz	Brain	BRAIN	Brain	BRN.ANG.GYR	Brain Angular Gyrus	Brain_Angular_Gyrus	PrimaryTissue	0	9.85014985014985	11	0.895467122877123	Quies	0.254
E067	rs117891010	1	0.735	E067_Quies_subset.bed.gz	Brain	BRAIN	Brain	BRN.ANG.GYR	Brain Angular Gyrus	Brain_Angular_Gyrus	PrimaryTissue	0	9.85014985014985	11	0.895467122877123	Quies	0.254
E067	rs76904798	1	0.619	E067_Quies_subset.bed.gz	Brain	BRAIN	Brain	BRN.ANG.GYR	Brain Angular Gyrus	Brain_Angular_Gyrus	PrimaryTissue	0	9.85014985014985	11	0.895467122877123	Quies	0.254
