CHR	POS	SNP	P	Effect	StdErr	leadSNP
12	39625099	rs56864093	0.798953878927997	0.00885875084260271	0.0347403608215441	FALSE
12	39625283	rs11171321	0.42747527727944	-0.0346870789064813	0.0436348531795712	FALSE
12	39625458	rs74550773	0.743296127141617	-0.0176148293500593	0.0537218505474704	FALSE
12	39625481	rs117755338	0.444717251750395	-0.053655151088273	0.0700841955216634	FALSE
12	39625910	rs10747736	0.90830019507224	0.00245870086682236	0.0213223644027196	FALSE
12	39626398	rs137999398	0.27582025751989	0.0415175872914184	0.0380066413403026	FALSE
12	39626429	rs111315842	0.188367705125625	0.0982968224034741	0.0745026567119753	FALSE
12	39626594	rs116209073	0.970870502838367	0.00335534810275439	0.091784915350597	FALSE
12	39626840	rs78548612	0.501969739829198	0.0271815891658768	0.0404209281559671	FALSE
12	39627491	rs114686924	0.155624153655099	-0.321847366595937	0.225912428407496	FALSE
12	39627520	rs10783716	0.993146256392722	0.000195529102584417	0.0227374648127617	FALSE
12	39627600	rs60070440	0.248379268940855	0.0927430145033702	0.0801405390246984	FALSE
12	39627655	rs144750843	0.165333179554373	0.10759949988965	0.0773084897394636	FALSE
12	39627716	rs11837838	0.777433944068418	-0.00930539612460965	0.0328813094134097	FALSE
12	39627797	rs10876723	0.970542574000183	-0.00106481483040777	0.0288034037414162	FALSE
12	39628231	rs139597298	0.94101266734369	0.00747161976369421	0.100860487717664	FALSE
12	39628453	rs144235634	0.10233256429795	0.126506706823497	0.077126591160259	FALSE
12	39628454	rs12427219	0.090190588797583	0.175145794359773	0.102929110482647	FALSE
12	39628466	rs187306632	0.0656051432497834	0.235615547862232	0.127358637306174	FALSE
12	39628569	rs4238100	0.761111303926268	-0.00695075922832243	0.022835328486113	FALSE
12	39628586	rs140309689	0.0359665584120886	-0.144601368000281	0.0685381991003502	FALSE
12	39628593	rs4238101	0.777268985567485	0.00671845299851463	0.0237220918655764	FALSE
12	39628720	rs112449738	0.0358416505347587	-0.144728378673713	0.0685517328334876	FALSE
12	39628976	rs192738817	0.522485773007347	0.026086964838594	0.0407285729093907	FALSE
12	39628986	rs184319364	0.521472890420022	0.0261537693758188	0.0407335295699955	FALSE
12	39629053	rs4539374	0.663977657648926	0.0107643064948288	0.0247458279926251	FALSE
12	39629161	rs187425347	0.0603543640902516	0.152991078635391	0.0810520331832378	FALSE
12	39629986	rs74339940	0.532808748948994	0.0244132156247125	0.0390814433434622	FALSE
12	39629987	rs148372767	0.0319081180819466	-0.228944609335076	0.106050751390734	FALSE
12	39630209	rs17126978	0.498853050349371	0.0260142015326404	0.0384042747696736	FALSE
12	39630604	rs75791362	0.618874853046087	-0.027438192961352	0.0550827541823698	FALSE
12	39630662	rs142860455	0.992778059157152	-0.000829225524444486	0.0915117011333807	FALSE
12	39630741	rs113954440	0.0344140766885467	-0.146203501487783	0.0687060607939696	FALSE
12	39630790	rs12300220	0.640122323918106	0.0375015578646917	0.0801053283718749	FALSE
12	39630849	rs149762010	0.0129466731934132	0.151818150978653	0.0606076150031434	FALSE
12	39630915	rs112749545	0.788686048725247	-0.0155760283598653	0.0580475013400496	FALSE
12	39630973	rs4641524	0.907476980086995	0.00266210036640707	0.0228799580227231	FALSE
12	39630990	rs116523218	0.0651589134143017	0.238231990730363	0.128558056314556	FALSE
12	39631213	rs147617918	0.012940969179932	0.151820708802272	0.0606047588163556	FALSE
12	39631292	rs57862323	0.501713456549643	-0.0294641278658947	0.0437889483488187	FALSE
12	39631361	rs74933456	0.659619832510904	0.0321978338721643	0.0730084319517369	FALSE
12	39631874	rs147788897	0.427532427756398	-0.136107748019904	0.171238897343275	FALSE
12	39631889	rs79004871	0.623012320796303	-0.0271445402860825	0.0551431837283172	FALSE
12	39632130	rs117448072	0.116501311982714	-0.170913449134528	0.108474193305584	FALSE
12	39632270	rs114001661	0.0649530268532802	0.239350307262429	0.129061766995657	FALSE
12	39632470	rs79016014	0.79042499388789	-0.0154593110239662	0.0581022066017938	FALSE
12	39632541	rs115704474	0.899103599453511	-0.00825659568067148	0.0650457785891721	FALSE
12	39632627	rs17126979	0.354141817428169	-0.180733414383252	0.194655670872382	FALSE
12	39632954	rs10876728	0.774074141885144	0.00682709732513988	0.0237554489776035	FALSE
12	39633127	rs76504904	0.806695349712991	-0.0165461067904177	0.0675417435363799	FALSE
12	39633418	rs116702323	0.903831460290141	-0.00787403824598795	0.0650977198737996	FALSE
12	39633558	rs4768676	0.635288741471454	0.0114121179338771	0.0240288579618677	FALSE
12	39633594	rs12099480	0.0320925200053681	-0.148708785752369	0.0689590361699167	FALSE
12	39633641	rs10506137	0.506731139381186	0.0255514088198358	0.038423946146533	FALSE
12	39634108	rs10783718	0.79219990124304	0.0074223242768452	0.0281400044812281	FALSE
12	39634264	rs74794898	0.490658663969541	-0.0303373569800774	0.0439431088086447	FALSE
12	39634855	rs147211772	0.961948488572193	-0.00436111954441047	0.0913112170466622	FALSE
12	39635149	rs61212635	0.480163445680359	-0.0571103314982414	0.0807553861135028	FALSE
12	39635190	rs11171390	0.657077619147926	0.0324737577910831	0.07305109765699	FALSE
12	39635247	rs113141799	0.0163057313664926	-0.160388031004548	0.0662772580332932	FALSE
12	39635550	rs144393728	0.957248397773447	-0.00489762197543786	0.0912614557509209	FALSE
12	39635673	rs117331901	0.737674939685179	0.0408942549403735	0.121947656467445	FALSE
12	39635729	rs4525278	0.641118952065475	0.0112003836262368	0.0239961419996482	FALSE
12	39636114	rs142532185	0.0128603329837898	0.151704786394725	0.0605036035636417	FALSE
12	39636159	rs10161083	0.797977836804212	0.00719773955015006	0.0280871729612274	FALSE
12	39636465	rs112349330	0.631398708403093	-0.0265601850677297	0.0552868534667972	FALSE
12	39636549	rs112546123	0.511438839726577	0.0252723649757088	0.0384294182596246	FALSE
12	39636603	rs7133358	0.855357840720766	-0.00432428642956228	0.0236956015160218	FALSE
12	39636925	rs74918435	0.510135141474119	0.0253585905260878	0.0384416674266655	FALSE
12	39637277	rs9804709	0.617314672353473	-0.011812424074879	0.0236085514867156	FALSE
12	39637668	rs79116728	0.634596531759263	-0.0263396047771792	0.055346153055891	FALSE
12	39638148	rs189163999	0.054425095433775	0.453394410402376	0.234506270614094	FALSE
12	39638338	rs12231036	0.934096187635539	-0.00302129632278605	0.0364962848707773	FALSE
12	39638349	rs75958015	0.757116551583618	-0.0102407906234868	0.0330730771446813	FALSE
12	39638958	rs79245401	0.79689203260471	-0.015024850956576	0.0583098582833773	FALSE
12	39639030	rs77492464	0.920789934371421	-0.00649996931021162	0.0652942335853057	FALSE
12	39639472	rs149905441	0.0281396155613366	-0.153348162594509	0.0694062204300232	FALSE
12	39639768	rs75644577	0.467733614843325	-0.0463897431734771	0.0637756544349002	FALSE
12	39639957	rs56118370	0.156754567386774	0.135503223518467	0.0953741960906558	FALSE
12	39639960	rs2068311	0.505874682011682	0.0256454952147164	0.0384877543465268	FALSE
12	39640024	rs146643122	0.0127573671388721	0.15169991461646	0.0604312833769201	FALSE
12	39640425	rs141420736	0.0127349050168428	0.1517197848749	0.0604237986762676	FALSE
12	39640483	rs113092271	0.0129821471987601	-0.166706408428675	0.0665776372709787	FALSE
12	39640750	rs7980466	0.525295662418276	0.0141864182494044	0.0222992943318456	FALSE
12	39640784	rs77458327	0.17200638003602	-0.313556618177688	0.228858389657461	FALSE
12	39641451	rs143862167	0.154166115093031	0.136472873440224	0.0954542439100549	FALSE
12	39642385	rs112656478	0.560332704420972	-0.033172201952949	0.0568792882766747	FALSE
12	39643565	rs77366400	0.697886614861287	-0.0246488367834115	0.0634192211786707	FALSE
12	39643711	rs146186465	0.17561089832865	-0.311543340315217	0.229309329368721	FALSE
12	39643868	rs7979712	0.709442622828517	-0.0122124595467368	0.0327349960722965	FALSE
12	39644823	rs112848536	0.0247235445744274	-0.157725586821246	0.0697693680168363	FALSE
12	39645304	rs11171428	0.444311371868149	0.0422529937201228	0.0551415053026181	FALSE
12	39645380	rs79654907	0.499284451213888	0.0260712870933037	0.0385272950936272	FALSE
12	39645432	rs74920698	0.485006291473894	-0.0310708245786747	0.0444240846375474	FALSE
12	39645538	rs77678545	0.54314512971455	-0.0279897331229932	0.0459617927574946	FALSE
12	39645727	rs112091069	0.0243819988584004	-0.158199304504671	0.0698104086428757	FALSE
12	39646289	rs79504473	0.443488946858762	0.0423309854354192	0.0551435457851796	FALSE
12	39646354	rs111544222	0.0241500163745669	-0.158507954413557	0.0698312238972086	FALSE
12	39646411	rs116442220	0.944676019348142	-0.0045535000513805	0.0655458263686827	FALSE
12	39646621	rs73266473	0.480002508317257	-0.0571593527164705	0.0807950526542846	FALSE
12	39647079	rs12423851	0.145815376763186	0.13960177832811	0.0956531430554798	FALSE
12	39647729	rs78303211	0.496828888784944	0.0262223835942488	0.0385295605596848	FALSE
12	39647734	rs75246747	0.495276653837554	-0.0272500003807478	0.0398953256106473	FALSE
12	39648020	rs76717459	0.543036004985843	-0.0280432808062651	0.0460372548509906	FALSE
12	39648532	rs7959990	0.621636953759614	0.0109512197361569	0.0221592490188163	FALSE
12	39648674	rs79925100	0.494893487955666	-0.0272825025983714	0.0399074069831661	FALSE
12	39649554	rs61665861	0.5487707264503	0.013415364659973	0.0223403932901258	FALSE
12	39649857	rs111748222	0.571692925943919	-0.0323104174323725	0.0570472970147272	FALSE
12	39650329	rs77391883	0.794485587876532	0.00588382252701955	0.0225610557557679	FALSE
12	39651147	rs74761612	0.0148601790228751	-0.172700498747651	0.0703630641018502	FALSE
12	39651263	rs11171450	0.578352099184018	0.0318523378151205	0.0572274433223161	FALSE
12	39651607	rs11171452	0.0219901080723319	-0.161543024263226	0.0700432989070918	FALSE
12	39651821	rs10876770	0.549122037675593	0.013404182665718	0.0223414211821501	FALSE
12	39651893	rs1512937	0.81311626099983	0.00669097443137782	0.0282699308812732	FALSE
12	39652074	rs147318019	0.0125595364121875	0.151433529766129	0.0601892223387435	FALSE
12	39652580	rs149993364	0.012534018174698	0.151429512637146	0.0601699970002149	FALSE
12	39652703	rs2203215	0.805127025309466	0.00817236741596293	0.0330859082311255	FALSE
12	39652778	rs10783739	0.869823870125587	0.00385643941843439	0.0235052937595206	FALSE
12	39652975	rs77168457	0.438841478008605	-0.130028292073363	0.167667922325551	FALSE
12	39653318	rs149131380	0.00188374075438584	0.177149072404997	0.056332709432634	FALSE
12	39653492	rs111771514	0.811835736133258	-0.0139721115487518	0.058623959796926	FALSE
12	39653684	rs11171458	0.606335203986073	0.0377945952068035	0.0732414233031392	FALSE
12	39654226	rs116722278	0.968225794261014	-0.00262227461109992	0.0657584752591839	FALSE
12	39654381	rs138393423	0.189029144911306	-0.303759571512098	0.230576216266506	FALSE
12	39654465	rs149235885	0.987211022316694	0.000966130433157056	0.0602067349741019	FALSE
12	39654700	rs7974084	0.803770880606604	0.00560370811678416	0.022526624685054	FALSE
12	39655053	rs142883433	0.0124874641426637	0.151325414682351	0.0600964395449645	FALSE
12	39655374	rs139712182	0.190547647959444	-0.302886377474626	0.230706061471444	FALSE
12	39655383	rs143565126	0.190873200213048	-0.302689312396102	0.230725886538075	FALSE
12	39655684	rs146770802	0.697362121374867	-0.012996300600181	0.0333773281285232	FALSE
12	39655748	rs187798680	0.0465703950634356	-0.133552005530789	0.0667402918708147	FALSE
12	39655835	rs193167205	0.0124904439200724	0.151213078586714	0.060053888387044	FALSE
12	39655975	rs145518978	0.566726807512139	0.0457637069582758	0.0797674504548003	FALSE
12	39656003	rs145001723	0.539741080597696	-0.0236570001101268	0.0385210995141979	FALSE
12	39656229	rs200456390	0.12482783738598	0.148713220371375	0.0965363546316806	FALSE
12	39656230	rs202114391	0.127637036647229	0.147596633116336	0.0965280242373723	FALSE
12	39656447	rs143087427	0.490269001457447	0.0265608181403365	0.038438280103917	FALSE
12	39656551	rs148215982	0.966281039623473	0.00105922072266538	0.0250291424759404	FALSE
12	39656671	rs146929489	0.490114425004916	0.0265672853398366	0.0384339310194183	FALSE
12	39656673	rs12301245	0.00303331107071158	-0.15818864981909	0.0527916445611646	FALSE
12	39657206	rs189531709	0.0186108431619498	-0.166663318522807	0.0703155217438659	FALSE
12	39657322	rs147529540	0.475011232256749	-0.0286466857926158	0.0400353922611053	FALSE
12	39657363	rs149326377	0.122159278163294	-0.153317070039021	0.0988160608795967	FALSE
12	39657733	rs139998757	0.988076545273376	-0.000986166208880534	0.0659167219017106	FALSE
12	39657734	rs145864508	0.988076545273376	-0.000986166208880534	0.0659167219017106	FALSE
12	39657998	rs375313584	0.615885879572337	-0.0287371712057	0.0572021865982199	FALSE
12	39658207	rs149713351	0.0178175237572773	-0.167948793710276	0.070368878562177	FALSE
12	39658284	rs145536148	0.124176516230374	0.147776132928336	0.0957614577905413	FALSE
12	39658615	rs141927517	0.014896096184196	-0.172721410203997	0.0703971576582154	FALSE
12	39658846	rs143838841	0.995173125516801	-0.000399536583326256	0.0659707987087027	FALSE
12	39658863	rs188604342	0.913352677935493	-0.0024558079907892	0.0225445288589766	FALSE
12	39659127	rs192795900	0.0118686836670378	0.147047940656463	0.057975006273351	FALSE
12	39659189	rs184336264	0.438147856353917	-0.130150618528771	0.167571289261846	FALSE
12	39659237	rs148161731	0.650694595228646	-0.0148983233135055	0.032859382550875	FALSE
12	39659572	rs138926459	0.488626615545595	0.0265594110556726	0.0382910143857025	FALSE
12	39659937	rs76574206	0.376558957000278	-0.0424297378938484	0.0478898904517768	FALSE
12	39660259	rs139530355	0.203511650886131	-0.295072017243182	0.231380070181849	FALSE
12	39660318	rs73266487	0.686791491382351	-0.0412203432517865	0.102099413114231	FALSE
12	39660933	rs115776647	0.995863188600559	0.00034268798686107	0.0660229709399115	FALSE
12	39661416	rs77702855	0.118883216158075	0.149598045142965	0.0955672587185168	FALSE
12	39661709	rs78166117	0.488478437931376	0.0265192579174255	0.0382200831535165	FALSE
12	39661949	rs112954881	0.728702350712599	-0.0191249962253805	0.0550710422173538	FALSE
12	39662161	rs11171532	0.097378522686696	-0.130434024506484	0.0783604828963447	FALSE
12	39662619	rs78028664	0.117271608468672	0.1501379407683	0.0954904128012091	FALSE
12	39662899	rs75906162	0.488781641256707	0.0264677087625087	0.0381724315317664	FALSE
12	39662911	rs111261274	0.0149210168531953	-0.172696770861849	0.0704048354441859	FALSE
12	39662999	rs11171543	0.40760006772453	0.0455925727670765	0.0549534651106436	FALSE
12	39663203	rs17126991	0.116224018321869	0.15052125504423	0.095458906088159	FALSE
12	39663214	rs112988277	0.0149156142951948	-0.172707107031423	0.070405208959104	FALSE
12	39663389	rs78575669	0.208871001308573	-0.291781429647186	0.231528418421614	FALSE
12	39663606	rs75947934	0.654130000400551	0.0238174986276842	0.0530902791306774	FALSE
12	39663652	rs952226	0.115867815850655	0.150731971589207	0.0954987162694205	FALSE
12	39663996	rs77865559	0.634357646552283	0.0421318483794791	0.0884672100588504	FALSE
12	39664050	rs11833985	0.596928765208939	0.0117688369919292	0.022223589479832	FALSE
12	39664133	rs11834011	0.7570263139814	0.0170695230775297	0.0551056211362224	FALSE
12	39664192	rs116414191	0.478491681039358	-0.0318616951648293	0.0448819614492882	FALSE
12	39664197	rs140391904	0.0123258870684503	0.150329870263379	0.0595895094138445	FALSE
12	39664660	rs114065190	0.983124001863371	0.00139940985918743	0.066085582904573	FALSE
12	39665213	rs149590254	0.21055011318567	-0.290770916010506	0.231581216682617	FALSE
12	39665414	rs60910676	0.37949851429324	-0.0422280724071111	0.0479574668619831	FALSE
12	39665576	rs74691013	0.981536832031307	0.00153133098970932	0.0660979049595746	FALSE
12	39665815	rs78376706	0.259819303368921	0.0842909797342185	0.0746182358305527	FALSE
12	39665839	rs2175676	0.0596686025098628	0.14982116353001	0.0791586570299049	FALSE
12	39665877	rs11171554	0.766282723139392	-0.0115277373597717	0.0387362338724083	FALSE
12	39666125	rs75325825	0.105151537640283	-0.0476196417159852	0.0292711861525429	FALSE
12	39666141	rs1000499	0.538931756275052	0.0135830737792844	0.0220734336860854	FALSE
12	39666198	rs17126995	0.488494816216904	0.0263173016728203	0.0379304500295747	FALSE
12	39666515	rs55777121	0.0651718066342154	0.113283877535644	0.0611347751514703	FALSE
12	39666659	rs143673794	0.805313019992089	0.0180486245755805	0.0731412807249034	FALSE
12	39667020	rs17126997	0.965973936223284	0.00165199582519945	0.0386837464583538	FALSE
12	39667641	rs11171568	0.672219513180088	0.0377697800654999	0.0891529870187221	FALSE
12	39667782	rs79967520	0.615712483116104	0.027369469134897	0.0544529677823021	FALSE
12	39667798	rs113904088	0.30960905082289	-0.0499212355476119	0.0490235185459031	FALSE
12	39667861	rs1398541	0.841161008545153	0.00495781664303388	0.0247103374526734	FALSE
12	39668129	rs144460823	0.0609774423240436	0.147199183743369	0.0781738857343723	FALSE
12	39669134	rs114849924	0.317652717865481	-0.0288564825800237	0.0288136135059204	FALSE
12	39669497	rs17120051	0.618237804311977	0.0270787354261549	0.0542624951836549	FALSE
12	39669705	rs1512942	0.913065480562822	0.00240516300086903	0.0220063702398042	FALSE
12	39671050	rs1398542	0.485529421970215	0.0327757805210466	0.0469180368543786	FALSE
12	39671095	rs11830384	0.181706206960285	-0.0377207978732971	0.0281580647963088	FALSE
12	39671113	rs1398543	0.479583344437988	0.0332256528975369	0.0469197938428905	FALSE
12	39671114	rs11835117	0.435468208421277	-0.0285607680717721	0.0365579655685067	FALSE
12	39671234	rs11838124	0.181674518886587	-0.0377266209064316	0.0281603605469162	FALSE
12	39671490	rs114217767	0.651624756586259	-0.0720874398637502	0.159449228445543	FALSE
12	39672571	rs145941520	0.218377939493602	-0.285954759915817	0.231681772314118	FALSE
12	39672943	rs10876833	0.841664952887819	0.00441619967962493	0.022081860935471	FALSE
12	39672964	rs11831635	0.910072345729491	0.00435955481481969	0.0385552967728933	FALSE
12	39673035	rs1121445	0.854257715593436	0.00650412960263195	0.0353683317010388	FALSE
12	39673078	rs112641137	0.47966201371111	0.0332271769842624	0.0469303582199824	FALSE
12	39673084	rs11836461	0.17778301815807	-0.0382343491223822	0.0282843028051392	FALSE
12	39673389	rs11829679	0.952004333150846	0.00132733481182798	0.0220281701874709	FALSE
12	39673804	rs149199629	0.0610486716759668	0.146908026980258	0.0780409266277848	FALSE
12	39673947	rs151285531	0.0609647323953179	0.146943727897251	0.0780343512804018	FALSE
12	39674478	rs78771035	0.143933117501441	-0.0413414150176071	0.0281935789753571	FALSE
12	39674747	rs59805376	0.687905539113005	0.0358350432856699	0.0890951302451991	FALSE
12	39674940	rs74892512	0.183540497327289	-0.0378162969925849	0.028348418609112	FALSE
12	39675049	rs74805853	0.681449576969683	0.0194889192687288	0.047416879536021	FALSE
12	39675444	rs79172616	0.681191359490727	0.0195050510556585	0.0474154421203223	FALSE
12	39675488	rs12321574	0.233814022042925	-0.090499848282927	0.0758110134815901	FALSE
12	39675777	rs80350691	0.453875932642296	-0.0227304534208687	0.0302970559505101	FALSE
12	39675792	rs76183275	0.609422014528115	-0.0198833628942792	0.0388646118849299	FALSE
12	39676252	rs74752475	0.980068777145068	-0.00150407060347459	0.0601385106976111	FALSE
12	39676493	rs74088332	0.589079294239095	0.0498316979709266	0.092121122333608	FALSE
12	39676875	rs114415239	0.00640107093344648	0.211206575617283	0.0767485674302324	FALSE
12	39677027	rs116077477	0.0666064741331319	-0.300956684950512	0.163284685017827	FALSE
12	39677179	rs7979329	0.683746880802189	0.00909051125921865	0.0222873955542449	FALSE
12	39677591	rs116335394	0.0663117134310024	-0.301379913327254	0.163335749286633	FALSE
12	39677758	rs75708099	0.236050684852451	-0.0364927125159718	0.0307165363600191	FALSE
12	39678719	rs113026484	0.624955776421511	0.113854569283974	0.232591865403181	FALSE
12	39678797	rs138590607	0.354151630830889	0.0777026905870537	0.0836899939843704	FALSE
12	39680266	rs111446648	0.484115181561162	-0.0567519049912717	0.0809765496552583	FALSE
12	39680600	rs35952326	0.23084563816077	-0.0344695285430388	0.0286913243040282	FALSE
12	39680707	rs114752073	0.00419328472693202	0.193823174078976	0.0670113592804152	FALSE
12	39680881	rs1512943	0.768227342489496	0.0117683205539121	0.0398864125921247	FALSE
12	39680995	rs11171662	0.39824911918378	0.0401080236293672	0.0473898267315127	FALSE
12	39681096	rs74088333	0.584065937610005	0.0504459426597261	0.0920149388017876	FALSE
12	39682403	rs115367768	0.00421524338190865	0.193629630385303	0.0669838674403735	FALSE
12	39682436	rs7956823	0.180308044131477	-0.0304311115198349	0.0226434384417468	FALSE
12	39682832	rs79205046	0.563649211381616	0.0189637343080425	0.0327936270944015	FALSE
12	39682919	rs115891194	0.658880057231642	-0.0337510458461579	0.0763531142423371	FALSE
12	39683010	rs74088334	0.582587822723159	0.050625750562313	0.0919808864086439	FALSE
12	39683618	rs80037779	0.232613752083329	-0.0342726636470546	0.0286360753446827	FALSE
12	39684205	rs78166039	0.2050301672727	-0.0365778985669059	0.0287792367393688	FALSE
12	39684407	rs76542227	0.998197690276668	0.00010375744518334	0.0458831615504532	FALSE
12	39686286	rs74088335	0.57847333505865	0.0511478862107844	0.0919241009980192	FALSE
12	39686731	rs112735607	0.15587520887658	-0.0852220655732361	0.0598559103058902	FALSE
12	39687754	rs11171674	0.650469564573345	0.0100565684910126	0.0221652204746351	FALSE
12	39687779	rs74088336	0.577389432290071	0.0512806568115576	0.0919002280625279	FALSE
12	39687808	rs77242017	0.10945004281411	-0.0458647071599844	0.0285415246395652	FALSE
12	39687898	rs114494353	0.058551728894467	-0.308683668777646	0.162372240859454	FALSE
12	39687989	rs11171675	0.648902815078488	0.0101038420733159	0.0221628829650993	FALSE
12	39688368	rs112390035	0.156451239139103	-0.0851178466264049	0.0598663257185982	FALSE
12	39688770	rs11171676	0.647266806085622	0.0101483560147218	0.022149769125008	FALSE
12	39688824	rs76904460	0.493695610566348	0.0225011323677097	0.032822185999814	FALSE
12	39689233	rs111596114	0.156725334196542	-0.0850871208134385	0.0598844866163536	FALSE
12	39689649	rs116211693	0.591142547603991	-0.0466630317821329	0.0867437865515394	FALSE
12	39689793	rs115060976	0.108207532928184	-0.0459717203398386	0.028507242365517	FALSE
12	39690045	rs140329490	0.108310384468515	-0.0459348715429522	0.0284927436530736	FALSE
12	39690072	rs111242689	0.676979983895569	-0.0124393174194738	0.0298216092935129	FALSE
12	39690546	rs79116433	0.998349266680095	9.5040318184661e-05	0.0458875124244812	FALSE
12	39690941	rs57756176	0.640742019905856	0.0103336755191423	0.0221142732249746	FALSE
12	39691033	rs113023873	0.110885960928417	-0.0455201174483036	0.0284422738974908	FALSE
12	39691089	rs111402541	0.108975853973396	-0.0457840084160792	0.0284529888826452	FALSE
12	39691103	rs113058380	0.38165933573809	-0.0287490122762695	0.0327983034144429	FALSE
12	39691178	rs113097065	0.684130235729015	-0.0121417985443147	0.0298065071051804	FALSE
12	39691304	rs187867717	0.657548293788248	-0.0338671043020976	0.0762974021757937	FALSE
12	39691444	rs192437592	0.111025645027439	-0.0454780096921625	0.0284271449207187	FALSE
12	39692056	rs78314715	0.684181262777976	-0.0121373163561784	0.0298005944346524	FALSE
12	39692283	rs192155535	0.358173534206653	0.067520051564403	0.0733345421759964	FALSE
12	39692312	rs11171682	0.455626218887066	0.0357800028003276	0.0478762408731066	FALSE
12	39692918	rs61349877	0.111850399804782	-0.0453035260415469	0.0283837966385604	FALSE
12	39693106	rs11836245	0.110163638058255	-0.0455229723007282	0.028386142981114	FALSE
12	39693347	rs11171683	0.987365978072506	-0.000465257824296276	0.0293492936072152	FALSE
12	39693953	rs73086856	0.880307137150653	-0.00640719640874998	0.0425024619032826	FALSE
12	39694039	rs58761870	0.00574109959395123	0.1376193613595	0.0493510097177177	FALSE
12	39695072	rs74920317	0.359800740937067	-0.0479526585939007	0.0522590876042728	FALSE
12	39696197	rs74088338	0.568514155705493	0.0523371416904931	0.0916473907970666	FALSE
12	39696467	rs75717271	0.141588572626178	-0.0424611991559124	0.0287869993394969	FALSE
12	39696571	rs11830631	0.250050521272577	-0.0348567358343276	0.0302270385860674	FALSE
12	39696660	rs116612737	0.00583564935771172	0.211063177837882	0.0758373360278053	FALSE
12	39697299	rs61101304	0.326076988307331	0.0441447488378347	0.0448549715985332	FALSE
12	39697601	rs12099945	0.634743493138304	0.0344823545757147	0.0724875894720901	FALSE
12	39697881	rs17127019	0.509299174863865	0.0145219636683596	0.0219707007825607	FALSE
12	39698420	rs114249911	0.00585396368498081	0.210852952551844	0.0757904455175394	FALSE
12	39698933	rs77237045	0.565744350845716	0.0526788147000155	0.0915884544936423	FALSE
12	39699024	rs2137495	0.81149786324524	0.00945516884949925	0.0395993675370556	FALSE
12	39699101	rs11171691	0.747587421503211	0.0286381880114847	0.0888799851000963	FALSE
12	39699154	rs139547160	0.276281614814248	-0.0513055133829123	0.0470121113147438	FALSE
12	39699332	rs189080746	0.0524349199169677	-0.314400440272105	0.161253737260883	FALSE
12	39699371	rs58297221	0.565475958860535	0.0527064852216145	0.0915732594637815	FALSE
12	39699544	rs74568181	0.0572858748170495	-0.311140176506984	0.162833248901538	FALSE
12	39700007	rs145082995	0.247111664858958	-0.0893394398104084	0.0769921847055114	FALSE
12	39700042	rs60792848	0.505274728123286	0.0146415892556741	0.0219425400085898	FALSE
