# TOTAL_GENES = 16863
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Brain_Hypothalamus                  COVAR   16863     -0.01014    -0.016081    0.0089685      0.87089 Brain_Hypothalamus
Brain_Nucleus_accumbens_basa...     COVAR   16863   -0.0092177    -0.014797    0.0083804      0.86431 Brain_Nucleus_accumbens_basal_ganglia
Brain_Putamen_basal_ganglia         COVAR   16863    -0.011741    -0.018505    0.0088769      0.90701 Brain_Putamen_basal_ganglia
Brain_Spinal_cord_cervical_c...     COVAR   16863   -0.0026155   -0.0041019    0.0097092      0.60618 Brain_Spinal_cord_cervical_c-1
Brain_Substantia_nigra              COVAR   16863   -0.0085885    -0.013502    0.0098029      0.80951 Brain_Substantia_nigra
Breast_Mammary_Tissue               COVAR   16863    0.0013705     0.002333     0.013987      0.46097 Breast_Mammary_Tissue
Cells_EBV-transformed_lympho...     COVAR   16863      0.01079     0.020549    0.0056227     0.027496 Cells_EBV-transformed_lymphocytes
Cells_Transformed_fibroblasts       COVAR   16863  -0.00081953    -0.001469    0.0080823      0.54038 Cells_Transformed_fibroblasts
Cervix_Ectocervix                   COVAR   16863    -0.026791    -0.044999      0.01459      0.96683 Cervix_Ectocervix
Cervix_Endocervix                   COVAR   16863    -0.016068     -0.02761     0.013206      0.88814 Cervix_Endocervix
Colon_Sigmoid                       COVAR   16863   -0.0053502   -0.0091522     0.013533      0.65371 Colon_Sigmoid
Colon_Transverse                    COVAR   16863   -0.0062949    -0.010399     0.011677      0.70508 Colon_Transverse
Esophagus_Gastroesophageal_J...     COVAR   16863   -0.0060223    -0.010338     0.014064      0.66575 Esophagus_Gastroesophageal_Junction
Esophagus_Mucosa                    COVAR   16863     -0.01467    -0.024936    0.0083743      0.96008 Esophagus_Mucosa
Esophagus_Muscularis                COVAR   16863   -0.0055723    -0.009569     0.013516      0.65993 Esophagus_Muscularis
Fallopian_Tube                      COVAR   16863   -0.0087454    -0.014893     0.013663      0.73894 Fallopian_Tube
Heart_Atrial_Appendage              COVAR   16863    -0.009643    -0.015786     0.010358      0.82407 Heart_Atrial_Appendage
Heart_Left_Ventricle                COVAR   16863   -0.0087895    -0.014091    0.0095518      0.82126 Heart_Left_Ventricle
Kidney_Cortex                       COVAR   16863     0.012063     0.019912     0.010279      0.12029 Kidney_Cortex
Liver                               COVAR   16863     0.022489     0.036951    0.0068736   0.00053554 Liver
Lung                                COVAR   16863     0.017919     0.030496     0.010519     0.044249 Lung
Minor_Salivary_Gland                COVAR   16863   -0.0056355   -0.0091972     0.010834      0.69852 Minor_Salivary_Gland
Muscle_Skeletal                     COVAR   16863    0.0046695    0.0077239    0.0074558      0.26557 Muscle_Skeletal
Nerve_Tibial                        COVAR   16863   -0.0034902    -0.006104     0.011867      0.61566 Nerve_Tibial
Ovary                               COVAR   16863   -0.0025788   -0.0045226     0.010737       0.5949 Ovary
Pancreas                            COVAR   16863   -0.0082074    -0.012574    0.0094591      0.80721 Pancreas
Pituitary                           COVAR   16863    0.0098993     0.016634    0.0094615      0.14772 Pituitary
Prostate                            COVAR   16863   -0.0081375    -0.013792     0.012939       0.7353 Prostate
Skin_Not_Sun_Exposed_Suprapu...     COVAR   16863    -0.005874    -0.010029    0.0086515      0.75141 Skin_Not_Sun_Exposed_Suprapubic
Skin_Sun_Exposed_Lower_leg          COVAR   16863   -0.0048838   -0.0083829    0.0086034      0.71486 Skin_Sun_Exposed_Lower_leg
Small_Intestine_Terminal_Ile...     COVAR   16863     0.016274     0.027056    0.0092151     0.038705 Small_Intestine_Terminal_Ileum
Spleen                              COVAR   16863     0.023592      0.04219    0.0079743    0.0015478 Spleen
Stomach                             COVAR   16863    -0.016587    -0.027005     0.013024      0.89858 Stomach
Testis                              COVAR   16863  -0.00030867  -0.00050569    0.0058031      0.52121 Testis
Thyroid                             COVAR   16863   -0.0027621   -0.0048107     0.010986      0.59926 Thyroid
Uterus                              COVAR   16863   -0.0081008    -0.014178     0.012582      0.74016 Uterus
Vagina                              COVAR   16863    -0.033655    -0.056002     0.012566       0.9963 Vagina
Whole_Blood                         COVAR   16863     0.025259     0.040585    0.0063291   3.3049e-05 Whole_Blood
